Dataset,MLE,GeoMLE,MIND,DANCo,ESS,PCA,CD,Hein,Num,Dim,RealDim
159,Roll,1.950657974694234,2.6396034730589917,2.0,2.0,2.9435909566723977,3.0,1.8592385053634644,2.0,1000.0,13.0,2.0
160,Scurve,1.9765484974184246,2.0235212369692555,2.0,2.0,2.18461906837162,3.0,2.0875635147094727,2.0,1000.0,3.0,2.0
161,Scurve,1.9310759214724178,1.9960384980973949,2.0,2.0,2.293365030912776,3.0,2.0218913555145264,2.0,1000.0,13.0,2.0
162,Moebius,1.9843315374670618,1.665285847390888,2.0,2.0,2.3213068145316393,3.0,1.9601308107376099,2.0,1000.0,3.0,2.0
163,Uniform,4.4294896523404805,4.611067324188422,4.0,5.0,5.119625273098033,5.0,4.336184024810791,4.0,1000.0,10.0,5.0
164,Uniform,8.071083875115397,9.068102448936585,8.0,10.0,10.250152647841242,10.0,8.157088279724121,8.0,1000.0,15.0,10.0
165,Uniform,19.524319591673596,31.230892199929563,21.0,32.0,29.92805999213989,30.0,20.851207733154297,20.0,1000.0,35.0,30.0
166,Uniform,27.298623183513588,49.989690006401595,28.0,50.0,48.61848273005459,50.0,27.915430068969727,30.0,1000.0,55.0,50.0
167,Uniform,34.20540255931381,75.0,37.0,74.0,71.32297105385587,70.0,36.2984619140625,40.0,1000.0,75.0,70.0
168,Norm,15.037192086931123,20.0,16.0,19.0,19.940415567176263,20.0,13.682793617248535,14.0,1000.0,20.0,20.0
169,Norm,15.204223720331703,22.709762995968447,16.0,22.0,19.934522507567564,20.0,13.780960083007812,15.0,1000.0,50.0,20.0
170,Norm,26.675217895043303,50.0,28.0,49.0,50.566829713862354,50.0,24.315715789794922,26.0,1000.0,50.0,50.0
171,Norm,27.011766730824288,51.96067281813883,28.0,46.0,51.90978822870759,50.0,24.235774993896484,26.0,1000.0,70.0,50.0
172,Paraboloid,2.8380532877144473,2.993522357762527,3.0,3.0,1.7737516285694463,1.0,2.1498780250549316,2.0,1000.0,12.0,3.0
173,Paraboloid,4.68105861163231,5.760345357064156,5.0,6.0,1.4912678947086015,1.0,2.5112264156341553,3.0,1000.0,21.0,6.0
174,Paraboloid,5.867859232907303,8.520954963545929,6.0,8.0,1.3195855280156876,1.0,3.4432740211486816,3.0,1000.0,30.0,9.0
175,Paraboloid,6.707125729973514,11.653387974181172,7.0,9.0,1.2275617368143639,1.0,2.6573288440704346,3.0,1000.0,39.0,12.0
176,Paraboloid,7.004522349585426,13.423044137242824,8.0,9.0,1.1537562454002748,1.0,3.7327888011932373,3.0,1000.0,48.0,15.0
177,Cubic,3.030573179079234,2.8881981875507674,3.0,3.0,3.94699645828088,4.0,3.177565336227417,3.0,1000.0,5.0,3.0
178,Cubic,20.003929104319695,29.960371270254218,21.0,32.0,31.056582032656472,31.0,20.604427337646484,21.0,1000.0,35.0,30.0
179,Cubic,34.568114338768154,73.79047675169203,37.0,72.0,71.43465935188877,71.0,36.51075744628906,37.0,1000.0,90.0,70.0
180,Sphere,2.986147839516704,2.933594019300399,3.0,3.0,3.992118464914319,4.0,3.0075199604034424,3.0,1000.0,5.0,3.0
181,Sphere,4.823829815739789,4.994366107889321,5.0,6.0,5.9753744641496835,6.0,4.921299934387207,5.0,1000.0,10.0,5.0
182,Sphere,9.176122907483329,11.195397570897562,9.0,11.0,11.216320810849506,11.0,9.199620246887207,9.0,1000.0,15.0,10.0
183,Sphere,20.34619868138452,31.08062941988251,21.0,31.0,31.855237849130894,31.0,21.624305725097656,24.0,1000.0,35.0,30.0
